Brkenn,k,X_WERT,Y_WERT,wellid,losstype,pumploc,qlimit,ppflag,pumpcap,rw,hlim,qcut
WA6228,2,2529441.13,5660717.48,welll972,thiem,0,0,0,0,0.5,6,0
W 6320,2,2529362.87,5661522.14,welll1004,thiem,0,0,0,0,0.5,6,0
WA5810,2,2529583.37,5659113.14,welll1014,thiem,0,0,0,0,0.5,6,0
WA5814,2,2530084.04,5658515.11,welll1018,thiem,0,0,0,0,0.5,6,0
WA5979,2,2530069.32,5659195.8,welll1034,thiem,0,0,0,0,0.5,6,0
WA6094,2,2531364.69,5657718.69,welll1062,thiem,0,0,0,0,0.5,6,0
WA6096,2,2531448.58,5657342.93,welll1066,thiem,0,0,0,0,0.5,6,0
WA6098,2,2531410.44,5657114.25,welll1068,thiem,0,0,0,0,0.5,6,0
WA6155,2,2530012.82,5659505.79,welll1080,thiem,0,0,0,0,0.5,6,0
WA6160,2,2531053.61,5658027.57,welll1084,thiem,0,0,0,0,0.5,6,0
WA6198,2,2529925.87,5658928.57,welll1106,thiem,0,0,0,0,0.5,6,0
WA6210,2,2531015.46,5657321.43,welll1122,thiem,0,0,0,0,0.5,6,0
WA6240,2,2529632.84,5659575.28,welll1134,thiem,0,0,0,0,0.5,6,0
WA6244,2,2529700.16,5658949.67,welll1140,thiem,0,0,0,0,0.5,6,0
WA6287,2,2529139.75,5659257.96,welll1192,thiem,0,0,0,0,0.5,6,0
WA6302,2,2529735.32,5657797.18,welll1220,thiem,0,0,0,0,0.5,6,0
WA6342,2,2529333.34,5658506.41,welll1250,thiem,0,0,0,0,0.5,6,0
WA6348,2,2529453.79,5657904.41,welll1260,thiem,0,0,0,0,0.5,6,0
WA6350,2,2529053.18,5657958.64,welll1262,thiem,0,0,0,0,0.5,6,0
WA6388,2,2530857.49,5657509.51,welll1280,thiem,0,0,0,0,0.5,6,0
WA6433,2,2528666.54,5658930.85,welll1292,thiem,0,0,0,0,0.5,6,0
WA6617,2,2530359.34,5658070.28,welll1310,thiem,0,0,0,0,0.5,6,0
